show_id;type;title;country;date_added;Description
s953;TV Show;Black Heart;Turkey;October 12, 2018;Crime TV Shows, International TV Shows, TV Dramas Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.
s954;TV Show;Black Ink Crew New York;United States;December 15, 2020;Reality TV At a Black-owned-and-operated hotspot for ink in Harlem, tattoo king Ceaser looks to expand his empire while working with a rambunctious crew.
s955;TV Show;Black Lightning;United States;March 17, 2020;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.
s956;Movie;Black Man White Skin;Spain;June 1, 2016;Documentaries, International Movies This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.
s957;TV Show;Black Mirror;United Kingdom;June 5, 2019;British TV Shows, International TV Shows, TV Dramas This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.
s958;Movie;Black Mirror: Bandersnatch;United States;December 28, 2018;Dramas, International Movies, Sci-Fi & Fantasy In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.
s959;TV Show;Black Money Love;Turkey;October 15, 2019;Crime TV Shows, International TV Shows, TV Dramas After a cop's fiancÃ©e and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.
s960;Movie;Black Panther;United States;September 4, 2018;Action & Adventure, Sci-Fi & Fantasy T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.
s961;Movie;Black Rose;Russia, United States;July 2, 2017;Action & Adventure, International Movies When a number of Russian women are brutally murdered in Los Angeles, the police call on a Moscow detective to help track down the serial killer.
s962;Movie;Black Sea;United Kingdom, Russia, United States;February 16, 2019;Action & Adventure, Dramas, International Movies A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.
s963;Movie;Black Site Delta;United States;August 9, 2017;Action & Adventure After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.
s964;Movie;Black Snake Moan;United States;November 20, 2019;Dramas, Independent Movies Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.
s965;Movie;Black Snow;Argentina, Spain;July 1, 2017;Dramas, International Movies, Thrillers An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.
s966;TV Show;Black Spot;France, Belgium;June 14, 2019;Crime TV Shows, International TV Shows, TV Dramas A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.
s967;TV Show;Black Summer;Canada, United States;April 11, 2019;TV Action & Adventure, TV Dramas, TV Horror In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.
s968;Movie;Blackfish;United States;May 1, 2020;Documentaries This fascinating documentary examines the life of performing killer whale Tilikum, who has caused the deaths of several people while in captivity.
s969;Movie;BLACKPINK: Light Up the Sky;United States;October 14, 2020;Documentaries, Music & Musicals Record-shattering Korean girl band BLACKPINK tell their story â€” and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
s970;Movie;Blackway;United States;December 15, 2017;Thrillers Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker.
s971;Movie;BLAME!;Japan;May 19, 2017;Action & Adventure, Anime Features, International Movies Inside a vast, self-replicating city bent on eliminating all life, mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.
s972;Movie;Blaze;United States;August 30, 2020;Dramas, Independent Movies, Music & Musicals An influential, if unsung country songwriter reflects on his career, and how the love of his life drove him to write his most personal music.
s973;TV Show;Blazing Transfer Students;Japan;November 10, 2017;International TV Shows, TV Action & Adventure, TV Comedies Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.
s974;TV Show;Bleach;Japan;April 21, 2020;Anime Series, International TV Shows After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls.
s975;Movie;Bleach The Movie: Fade to Black;Japan;October 15, 2016;Action & Adventure, Anime Features, Sci-Fi & Fantasy When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.
s976;Movie;Bleach the Movie: Hell Verse;Japan;October 15, 2016;Action & Adventure, Anime Features, Sci-Fi & Fantasy When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.
s977;Movie;Bleed for This;United States;April 11, 2020;Dramas, Sports Movies After a devastating injury derails his career, scrappy world champion boxer Vinny Pazienza determines to make an against-all-odds comeback.
s978;Movie;Blessed Benefit;Germany, Jordan, Netherlands;October 13, 2017;Comedies, Dramas, International Movies After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.
s979;Movie;Blind Date;France;October 15, 2016;Comedies, International Movies, Music & Musicals A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date.
s980;Movie;Blind Detective;Hong Kong, China;December 1, 2018;Action & Adventure, Comedies, International Movies When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction.
s981;TV Show;Bling Empire;;January 15, 2021;Reality TV Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.
s982;Movie;Blinky Bill: The Movie;Australia, United States;February 8, 2017;Children & Family Movies Happy koala Blinky Bill and some spunky pals travel the Outback following clues to help him find his long-lost father and finally bring him home.
s983;Movie;Blitz Patrollie;South Africa;December 27, 2019;Action & Adventure, Comedies, International Movies Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.
s984;Movie;Blockbuster;France;January 24, 2018;Comedies, Independent Movies, International Movies Dumped over a video he made to amuse his ailing dad, a heartsick JÃ©rÃ©my hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola.
s985;TV Show;Blood & Treasures;Thailand;July 14, 2018;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.
s986;TV Show;Blood & Water;South Africa;May 20, 2020;International TV Shows, TV Dramas, TV Mysteries After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.
s987;Movie;Blood Father;France;March 26, 2020;Action & Adventure, International Movies An ex-convict and estranged father finds the chance to prove himself when his daughter seeks his help shaking off a dangerous group of drug dealers.
s988;Movie;Blood Money;India;July 5, 2020;Dramas, International Movies, Romantic Movies Ambitious Kunal takes a job in the diamond business, but his life is thrown into turmoil when he's drawn into the seedy underworld of his new career.
s989;TV Show;Blood of Zeus;United States;October 27, 2020;Anime Series A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.
s990;TV Show;Blood Pact;Brazil;October 10, 2018;Crime TV Shows, International TV Shows, TV Dramas An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of BelÃ©m, Brazil.
s991;Movie;Blood Will Tell;Argentina, United States;June 21, 2019;Dramas, Independent Movies, International Movies Family patriarch ElÃ­as begins to unravel after the death of his wife â€“ which casts a suspicious light on her tragic accident.
